model,split,paper_id,generation,n_relations,n_rare,n_failed,min_prob,mean_prob,num_relations_meta,abstract_words,allowed,passed
qwen3_4b,train,8755918,generation_3,2,0,0,0.9947208166122437,0.9950183629989624,2,164,0,True
qwen3_4b,train,9294109,generation_1,2,0,1,0.057793378829956,0.5275436341762542,2,168,0,False
qwen3_4b,train,9294109,generation_2,2,0,1,0.0504074804484844,0.5240583773702383,2,136,0,False
qwen3_4b,train,9294109,generation_3,2,0,1,0.0228514000773429,0.51026576384902,2,159,0,False
qwen3_4b,train,9647766,generation_1,9,3,0,0.001225123880431,0.6657187736127526,9,240,1,True
qwen3_4b,train,9647766,generation_2,9,3,1,0.0204580798745155,0.608392108645704,9,259,1,True
qwen3_4b,train,9647766,generation_3,9,3,1,0.0011705713113769,0.6047002965351567,9,198,1,True
qwen3_4b,train,9746003,generation_1,10,4,2,0.0003488910151645,0.4013775479135802,10,182,1,False
qwen3_4b,train,9746003,generation_2,10,4,3,0.0004662452556658,0.3050762852217303,10,199,1,False
qwen3_4b,train,9746003,generation_3,10,4,2,0.0005883039557375,0.3871051626570988,10,193,1,False
qwen3_8b,dev,14510914,generation_1,7,0,3,0.0018476484110578,0.5649794118445632,7,339,0,False
qwen3_8b,dev,14510914,generation_2,7,0,3,0.0055213519372045,0.5883464861794242,7,231,0,False
qwen3_8b,dev,14510914,generation_3,7,0,3,0.0022817945573478,0.5280545713446502,7,262,0,False
qwen3_8b,dev,15018851,generation_1,7,0,3,0.0056506367400288,0.5613446032096233,7,147,0,False
qwen3_8b,dev,15018851,generation_2,7,0,3,0.0058280741795897,0.5620508547207074,7,230,0,False
qwen3_8b,dev,15018851,generation_3,7,0,3,0.0045114862732589,0.5455449562785881,7,194,0,False
qwen3_8b,dev,15041272,generation_1,8,0,3,0.000518339278642,0.5352922140154986,8,210,0,False
qwen3_8b,dev,15041272,generation_2,8,0,5,0.0002822347159963,0.3466708057203505,8,210,0,False
qwen3_8b,dev,15041272,generation_3,8,0,4,0.0002951135393232,0.40075364562653704,8,206,0,False
qwen3_8b,dev,15069170,generation_1,6,0,1,0.0033025196753442,0.8134547381196171,6,150,0,False
qwen3_8b,dev,15069170,generation_2,6,0,1,0.0013655176153406,0.8040596304732995,6,219,0,False
qwen3_8b,dev,15069170,generation_3,6,0,1,0.0019370928639546,0.8055533868609928,6,141,0,False
qwen3_8b,dev,15086325,generation_1,1,0,0,0.9961349964141846,0.9961349964141846,1,172,0,True
qwen3_8b,dev,15086325,generation_2,1,0,0,0.9959900975227356,0.9959900975227356,1,161,0,True
qwen3_8b,dev,15086325,generation_3,1,0,0,0.9956753849983216,0.9956753849983216,1,175,0,True
qwen3_8b,dev,15096016,generation_1,1,0,0,0.980539083480835,0.980539083480835,1,160,0,True
qwen3_8b,dev,15096016,generation_2,1,0,0,0.9811754822731018,0.9811754822731018,1,193,0,True
qwen3_8b,dev,15096016,generation_3,1,0,0,0.981713891029358,0.981713891029358,1,217,0,True
qwen3_8b,dev,15579441,generation_1,5,0,2,0.0731021240353584,0.6876934066414833,5,133,0,False
qwen3_8b,dev,15579441,generation_2,5,0,1,0.066952608525753,0.8034992977976799,5,152,0,False
qwen3_8b,dev,15579441,generation_3,5,0,2,0.0076465802267193,0.5966702861711382,5,214,0,False
qwen3_8b,dev,15754732,generation_1,9,0,1,0.003948874771595,0.8574263527989388,9,234,1,True
qwen3_8b,dev,15754732,generation_2,9,0,1,0.010121339932084,0.8839579483287202,9,230,1,True
qwen3_8b,dev,15754732,generation_3,9,0,1,0.000248215656029,0.883799641448099,9,207,1,True
qwen3_8b,dev,15867855,generation_1,4,0,0,0.9782729148864746,0.9885765463113785,4,315,0,True
qwen3_8b,dev,15867855,generation_2,4,0,0,0.825480580329895,0.950462132692337,4,171,0,True
qwen3_8b,dev,15867855,generation_3,4,0,0,0.971608579158783,0.9876449555158615,4,256,0,True
qwen3_8b,dev,15951966,generation_1,2,0,0,0.992817997932434,0.9928666353225708,2,209,0,True
qwen3_8b,dev,15951966,generation_2,2,0,0,0.9925671815872192,0.9926698505878448,2,167,0,True
qwen3_8b,dev,15951966,generation_3,2,0,0,0.9926607608795166,0.992696613073349,2,178,0,True
qwen3_8b,dev,15991002,generation_1,4,0,1,0.4321370422840118,0.8412180915474892,4,133,0,False
qwen3_8b,dev,15991002,generation_2,4,0,0,0.6647082567214966,0.8970652371644974,4,137,0,True
qwen3_8b,dev,15991002,generation_3,4,0,0,0.9317080974578856,0.9608816653490067,4,148,0,True
qwen3_8b,dev,16000134,generation_1,5,0,2,0.0916182696819305,0.6051988318562508,5,316,0,False
qwen3_8b,dev,16000134,generation_2,5,0,2,0.0383734442293643,0.662157417088747,5,198,0,False
qwen3_8b,dev,16000134,generation_3,5,0,2,0.0341891013085842,0.6371610008180142,5,254,0,False
qwen3_8b,dev,16018252,generation_1,1,0,0,0.9965134263038636,0.9965134263038636,1,232,0,True
qwen3_8b,dev,16018252,generation_2,1,0,0,0.9976915121078492,0.9976915121078492,1,268,0,True
qwen3_8b,dev,16018252,generation_3,1,0,0,0.996917486190796,0.996917486190796,1,230,0,True
qwen3_8b,dev,16051693,generation_1,5,0,2,0.0008209906518459,0.5864049658179283,5,157,0,False
qwen3_8b,dev,16051693,generation_2,5,0,3,0.0008230813546106,0.40973906887229533,5,149,0,False
qwen3_8b,dev,16051693,generation_3,5,0,3,0.0004154339840169,0.39849036957020867,5,178,0,False
qwen3_8b,dev,16152606,generation_1,4,0,0,0.989531397819519,0.9910016357898712,4,140,0,True
qwen3_8b,dev,16152606,generation_2,4,0,0,0.9895780682563782,0.9907578825950623,4,144,0,True
qwen3_8b,dev,16152606,generation_3,4,0,0,0.9881330132484436,0.9895789176225662,4,161,0,True
qwen3_8b,dev,16181814,generation_1,3,0,1,0.0081019829958677,0.6327463133881489,3,174,0,False
qwen3_8b,dev,16181814,generation_2,3,0,1,0.0219016317278146,0.6647420407583317,3,170,0,False
qwen3_8b,dev,16181814,generation_3,3,0,1,0.1028061583638191,0.6955224499106407,3,196,0,False
qwen3_8b,dev,16225977,generation_1,9,1,0,0.077020451426506,0.8607010096311569,9,195,1,True
qwen3_8b,dev,16225977,generation_2,9,1,1,0.0501177720725536,0.7665234092209074,9,220,1,True
qwen3_8b,dev,16225977,generation_3,9,1,1,0.0634127184748649,0.8133988570835855,9,206,1,True
qwen3_8b,dev,16277682,generation_1,4,0,1,0.0053271069191396,0.7464481446659192,4,159,0,False
qwen3_8b,dev,16277682,generation_2,4,0,1,0.0242080725729465,0.7498844573274255,4,151,0,False
qwen3_8b,dev,16277682,generation_3,4,0,1,0.0119617972522974,0.7490437128581107,4,184,0,False
qwen3_8b,dev,16419642,generation_1,4,0,1,0.0057773068547248,0.7445240784436464,4,208,0,False
qwen3_8b,dev,16419642,generation_2,4,0,1,0.0190077163279056,0.7277173334732652,4,162,0,False
qwen3_8b,dev,16419642,generation_3,4,0,2,0.0087436186149716,0.5526225429493933,4,171,0,False
qwen3_8b,dev,16565833,generation_1,9,0,2,0.031081324443221,0.8117206533335977,9,187,1,False
qwen3_8b,dev,16565833,generation_2,9,0,1,0.001066121389158,0.8573154379846527,9,264,1,True
qwen3_8b,dev,16565833,generation_3,9,0,2,0.000898121157661,0.7369401767694702,9,246,1,False
qwen3_8b,dev,16611040,generation_1,1,0,0,0.9944968819618224,0.9944968819618224,1,220,0,True
qwen3_8b,dev,16611040,generation_2,1,0,0,0.995305836200714,0.995305836200714,1,239,0,True
qwen3_8b,dev,16611040,generation_3,1,0,0,0.995271623134613,0.995271623134613,1,170,0,True
qwen3_8b,dev,16680561,generation_1,6,1,1,0.0067736348137259,0.6571452246668438,6,159,0,False
qwen3_8b,dev,16680561,generation_2,6,1,1,0.0051361159421503,0.6764353685236224,6,207,0,False
qwen3_8b,dev,16680561,generation_3,6,1,1,0.0022028784733265,0.6714957832591608,6,158,0,False
qwen3_8b,dev,1671881,generation_1,6,0,3,0.0005170900840312,0.524002902326174,6,224,0,False
qwen3_8b,dev,1671881,generation_2,6,0,3,0.0005017687217332,0.4867287057859357,6,213,0,False
qwen3_8b,dev,1671881,generation_3,6,0,1,0.0005247248918749,0.8081376495247241,6,165,0,False
qwen3_8b,dev,16838170,generation_1,14,0,8,0.0032583542633801,0.42787583383531974,14,235,2,False
qwen3_8b,dev,16838170,generation_2,14,0,9,0.0017002028180286,0.383284933923278,14,242,2,False
qwen3_8b,dev,16838170,generation_3,14,0,11,0.0065624178387224,0.2969887588239674,14,200,2,False
qwen3_8b,dev,16867021,generation_1,12,0,6,0.0049357949756085,0.5265166612807661,12,223,1,False
qwen3_8b,dev,16867021,generation_2,12,0,4,0.0050137182697653,0.6549819758317122,12,267,1,False
qwen3_8b,dev,16867021,generation_3,12,0,3,0.0065171094611287,0.75403629654708,12,280,1,False
qwen3_8b,dev,16867246,generation_1,6,0,3,0.0076960842125117,0.5073045230625818,6,162,0,False
qwen3_8b,dev,16867246,generation_2,6,0,3,0.0095387706533074,0.5432828206879398,6,197,0,False
qwen3_8b,dev,16867246,generation_3,6,0,2,0.0724341124296188,0.7019314393401146,6,189,0,False
qwen3_8b,dev,17033974,generation_1,6,0,1,0.2884967923164367,0.8277344803015391,6,185,0,False
qwen3_8b,dev,17033974,generation_2,6,0,0,0.8238266110420227,0.9285351832707723,6,209,0,True
qwen3_8b,dev,17033974,generation_3,6,0,1,0.0169900860637426,0.8207502995307246,6,220,0,False
qwen3_8b,dev,17042884,generation_1,5,0,3,0.0047262175939977,0.4053654379211366,5,147,0,False
qwen3_8b,dev,17042884,generation_2,5,0,0,0.8504478931427002,0.9538165688514709,5,128,0,True
qwen3_8b,dev,17042884,generation_3,5,0,1,0.003410235280171,0.7666844398248941,5,213,0,False
qwen3_8b,dev,17151160,generation_1,9,1,6,0.0011829641880467,0.26573595198957867,9,272,1,False
qwen3_8b,dev,17151160,generation_2,9,1,7,0.0005686872755177,0.17755138768633408,9,196,1,False
qwen3_8b,dev,17151160,generation_3,9,1,5,0.0003447775670792,0.325608094646466,9,216,1,False
qwen3_8b,dev,17255138,generation_1,21,3,16,0.0002144717873306,0.09645214449639226,21,244,2,False
qwen3_8b,dev,17255138,generation_2,21,3,16,0.0002467966696713,0.09821699704376179,21,311,2,False
qwen3_8b,dev,17255138,generation_3,21,3,16,0.0002392204478383,0.09824271022669213,21,248,2,False
qwen3_8b,dev,17297207,generation_1,8,0,7,0.0061062290333211,0.15453003387665373,8,172,0,False
qwen3_8b,dev,17297207,generation_2,8,0,7,0.0041383504867553,0.13335896370699624,8,197,0,False
qwen3_8b,dev,17297207,generation_3,8,0,7,0.0023421072401106,0.12982640051632185,8,170,0,False
qwen3_8b,dev,17345627,generation_1,16,0,8,0.0001903852098621,0.49830484496123967,16,235,2,False
qwen3_8b,dev,17345627,generation_2,16,0,8,0.0001873870933195,0.4981003641860297,16,200,2,False
qwen3_8b,dev,17345627,generation_3,16,0,8,0.0001909017883008,0.5046582261811636,16,235,2,False
qwen3_8b,dev,17384765,generation_1,9,0,6,0.0004121791862417,0.34968231520421494,9,268,1,False
qwen3_8b,dev,17384765,generation_2,9,0,5,0.0004222533607389,0.4544728026925845,9,260,1,False
qwen3_8b,dev,17384765,generation_3,9,0,5,0.0004802205658052,0.44184521921043696,9,224,1,False
qwen3_8b,dev,17395743,generation_1,7,0,2,0.0005450344760902,0.7058125628973357,7,213,0,False
qwen3_8b,dev,17395743,generation_2,7,0,4,0.0251623801887035,0.47648959287575304,7,205,0,False
qwen3_8b,dev,17395743,generation_3,7,0,2,0.0350539349019527,0.6766732276550361,7,156,0,False
qwen3_8b,dev,17397547,generation_1,66,0,37,0.0001946031698025,0.4382777203515588,66,309,2,False
qwen3_8b,dev,17397547,generation_2,66,0,36,0.0002097408432746,0.45789609407603904,66,259,2,False
qwen3_8b,dev,17397547,generation_3,66,0,35,0.000237652726355,0.4758312463895753,66,321,2,False
qwen3_8b,dev,17445520,generation_1,2,0,2,0.0038272549863904,0.0045598788419737996,2,266,0,False
qwen3_8b,dev,17445520,generation_2,2,0,2,0.0005047406302765,0.000598861312028,2,207,0,False
qwen3_8b,dev,17445520,generation_3,2,0,2,0.0009673228487372,0.00237671926151955,2,226,0,False
qwen3_8b,dev,17549393,generation_1,2,1,0,0.0411581024527549,0.5168506614863873,2,166,0,True
qwen3_8b,dev,17549393,generation_2,2,1,0,0.1580579876899719,0.5760869085788727,2,165,0,True
qwen3_8b,dev,17549393,generation_3,2,1,0,0.3163129687309265,0.6103760004043579,2,167,0,True
qwen3_8b,dev,17600377,generation_1,13,0,6,0.0002330780553165,0.564177632204239,13,255,2,False
qwen3_8b,dev,17600377,generation_2,13,0,6,0.0014187193010002,0.5370438070430492,13,211,2,False
qwen3_8b,dev,17600377,generation_3,13,0,5,0.0006188711267895,0.6028855194812283,13,262,2,False
qwen3_8b,dev,17608141,generation_1,11,0,7,0.0060124434530735,0.4101550407199697,11,234,1,False
qwen3_8b,dev,17608141,generation_2,11,0,8,0.0003462763561401,0.2755262697438328,11,188,1,False
qwen3_8b,dev,17608141,generation_3,11,0,7,0.0045697456225752,0.36242712500759144,11,195,1,False
qwen3_8b,dev,17671735,generation_1,2,0,0,0.9313007593154908,0.963538259267807,2,204,0,True
qwen3_8b,dev,17671735,generation_2,2,0,0,0.969154417514801,0.9828404784202576,2,137,0,True
qwen3_8b,dev,17671735,generation_3,2,0,0,0.9772037267684937,0.986733466386795,2,157,0,True
qwen3_8b,dev,17943461,generation_1,19,0,6,0.0001858282630564,0.7038118806705921,19,278,2,False
qwen3_8b,dev,17943461,generation_2,19,0,3,0.0001883021614048,0.8367220878947257,19,278,2,False
qwen3_8b,dev,17943461,generation_3,19,0,12,0.0001873872824944,0.39260503496839905,19,244,2,False
qwen3_8b,dev,17962394,generation_1,2,0,1,0.0669638067483902,0.532272644340992,2,159,0,False
qwen3_8b,dev,17962394,generation_2,2,0,0,0.9772342443466188,0.9874296486377716,2,166,0,True
qwen3_8b,dev,17962394,generation_3,2,0,0,0.9748216271400452,0.9862147867679596,2,160,0,True
qwen3_8b,dev,17968299,generation_1,1,0,0,0.990276336669922,0.990276336669922,1,263,0,True
qwen3_8b,dev,17968299,generation_2,1,0,0,0.9863358736038208,0.9863358736038208,1,160,0,True
qwen3_8b,dev,17968299,generation_3,1,0,0,0.9913978576660156,0.9913978576660156,1,243,0,True
qwen3_8b,dev,18046082,generation_1,2,1,0,0.9884021878242492,0.9917952716350555,2,225,0,True
qwen3_8b,dev,18046082,generation_2,2,1,0,0.9862907528877258,0.9902989268302917,2,210,0,True
qwen3_8b,dev,18046082,generation_3,2,1,0,0.9775026440620422,0.9860304892063141,2,133,0,True
qwen3_8b,dev,18162529,generation_1,21,0,16,0.0047069019638001,0.2676651795128626,21,251,2,False
qwen3_8b,dev,18162529,generation_2,21,0,12,0.0003309531894046,0.43190997573020423,21,278,2,False
qwen3_8b,dev,18162529,generation_3,21,0,12,0.0009768829913809,0.4179110348368773,21,235,2,False
qwen3_8b,dev,18308784,generation_1,6,0,4,0.0003636791370809,0.356958337360993,6,167,0,False
qwen3_8b,dev,18308784,generation_2,6,0,3,0.0004476481408346,0.435572340390839,6,187,0,False
qwen3_8b,dev,18308784,generation_3,6,0,4,0.0006482981843873,0.3549859469252017,6,191,0,False
qwen3_8b,dev,18385794,generation_1,14,0,6,0.0011773771839216,0.5750765064814394,14,246,2,False
qwen3_8b,dev,18385794,generation_2,14,0,9,0.001068802550435,0.3326399617695382,14,185,2,False
qwen3_8b,dev,18385794,generation_3,14,0,6,0.0108686322346329,0.5764963950828782,14,194,2,False
qwen3_8b,dev,18951540,generation_1,1,0,0,0.9808492064476012,0.9808492064476012,1,179,0,True
qwen3_8b,dev,18951540,generation_2,1,0,0,0.9800793528556824,0.9800793528556824,1,231,0,True
qwen3_8b,dev,18951540,generation_3,1,0,0,0.9698628783226012,0.9698628783226012,1,162,0,True
qwen3_8b,dev,19300402,generation_1,36,0,25,0.0001914913591463,0.3150316743776784,36,285,2,False
qwen3_8b,dev,19300402,generation_2,36,0,26,0.0001832567941164,0.27687242336145973,36,348,2,False
qwen3_8b,dev,19300402,generation_3,36,0,26,0.0001918985944939,0.29153515799933094,36,311,2,False
qwen3_8b,dev,19759529,generation_1,15,0,8,0.0012791355838999,0.4613221921259537,15,216,2,False
qwen3_8b,dev,19759529,generation_2,15,0,5,0.0092216301709413,0.6523625902831555,15,226,2,False
qwen3_8b,dev,19759529,generation_3,15,0,7,0.0015280348015949,0.5374592381063849,15,224,2,False
qwen3_8b,dev,19880293,generation_1,2,0,0,0.9872851967811584,0.9903558790683746,2,166,0,True
qwen3_8b,dev,19880293,generation_2,2,0,0,0.9905434250831604,0.992207795381546,2,191,0,True
qwen3_8b,dev,19880293,generation_3,2,0,0,0.9898478388786316,0.9914325177669525,2,260,0,True
qwen3_8b,dev,19914299,generation_1,4,0,1,0.2495715618133545,0.7904427498579025,4,178,0,False
qwen3_8b,dev,19914299,generation_2,4,0,1,0.2329085767269134,0.7865610048174858,4,139,0,False
qwen3_8b,dev,19914299,generation_3,4,0,2,0.0725029781460762,0.6232432965189219,4,145,0,False
qwen3_8b,dev,20126413,generation_1,1,0,0,0.988375186920166,0.988375186920166,1,226,0,True
qwen3_8b,dev,20126413,generation_2,1,0,0,0.9935218691825868,0.9935218691825868,1,165,0,True
qwen3_8b,dev,20126413,generation_3,1,0,0,0.9937465190887452,0.9937465190887452,1,172,0,True
qwen3_8b,dev,20143913,generation_1,1,0,0,0.988295555114746,0.988295555114746,1,230,0,True
qwen3_8b,dev,20143913,generation_2,1,0,0,0.9889230728149414,0.9889230728149414,1,168,0,True
qwen3_8b,dev,20143913,generation_3,1,0,0,0.990236222743988,0.990236222743988,1,192,0,True
qwen3_8b,dev,20195852,generation_1,6,0,2,0.0011939371470361,0.6510222188274687,6,189,0,False
qwen3_8b,dev,20195852,generation_2,6,0,1,0.0141014829277992,0.8193145953118801,6,203,0,False
qwen3_8b,dev,20195852,generation_3,6,0,3,0.0262147244066,0.5372360895077387,6,209,0,False
qwen3_8b,dev,20540798,generation_1,5,0,2,0.0002416197530692,0.5941031646361807,5,159,0,False
qwen3_8b,dev,20540798,generation_2,5,0,1,0.0075257453136146,0.7948320514522493,5,166,0,False
qwen3_8b,dev,20540798,generation_3,5,0,1,0.0003844676248263,0.7925788080261554,5,254,0,False
qwen3_8b,dev,20621845,generation_1,10,0,4,0.0001793753472156,0.5671991075767437,10,215,1,False
qwen3_8b,dev,20621845,generation_2,10,0,4,0.000222062706598,0.5908337322282022,10,193,1,False
qwen3_8b,dev,20621845,generation_3,10,0,4,0.0001782429317245,0.5884997165994719,10,162,1,False
qwen3_8b,dev,20682662,generation_1,2,0,1,0.0039695403538644,0.4975232433062046,2,162,0,False
qwen3_8b,dev,20682662,generation_2,2,0,1,0.0037714501377195,0.49841506581287837,2,168,0,False
qwen3_8b,dev,20682662,generation_3,2,0,1,0.0049590514972805,0.4984330856241285,2,224,0,False
qwen3_8b,dev,20801540,generation_1,16,2,9,0.0043974961154162,0.43790246543358075,16,244,2,False
qwen3_8b,dev,20801540,generation_2,16,2,6,0.0003303551638964,0.5770740621392179,16,232,2,False
qwen3_8b,dev,20801540,generation_3,16,2,7,0.0006714182673022,0.5297317757431301,16,260,2,False
qwen3_8b,dev,20859899,generation_1,17,4,8,0.0006084063206799,0.3894199003801024,17,276,2,False
qwen3_8b,dev,20859899,generation_2,17,4,8,0.0002581191074568,0.36147469734286836,17,232,2,False
qwen3_8b,dev,20859899,generation_3,17,4,9,0.0005482362466864,0.299257491095512,17,233,2,False
qwen3_8b,dev,20959502,generation_1,17,3,10,0.0002756688627414,0.25243442211820577,17,335,2,False
qwen3_8b,dev,20959502,generation_2,17,3,3,0.0003216643235646,0.607764322678764,17,263,2,False
qwen3_8b,dev,20959502,generation_3,17,3,3,0.0003106120275333,0.6410916735082591,17,237,2,False
qwen3_8b,dev,21042587,generation_1,22,1,9,0.0011009847512468,0.5925323180801404,22,290,2,False
qwen3_8b,dev,21042587,generation_2,22,1,8,0.0006221237708814,0.624879365842472,22,261,2,False
qwen3_8b,dev,21042587,generation_3,22,1,10,0.0004289027419872,0.5737056228337513,22,262,2,False
qwen3_8b,dev,21054465,generation_1,2,0,0,0.982664167881012,0.9881831109523773,2,160,0,True
qwen3_8b,dev,21054465,generation_2,2,0,0,0.9876052141189576,0.9908581078052521,2,221,0,True
qwen3_8b,dev,21054465,generation_3,2,0,0,0.9795231819152832,0.9864122271537781,2,172,0,True
qwen3_8b,dev,21130517,generation_1,6,0,0,0.985028862953186,0.9908306499322256,6,213,0,True
qwen3_8b,dev,21130517,generation_2,6,0,0,0.9799672961235046,0.9898103574911753,6,155,0,True
qwen3_8b,dev,21130517,generation_3,6,0,0,0.9829932451248168,0.9925191203753153,6,237,0,True
qwen3_8b,dev,21799811,generation_1,4,0,0,0.965416133403778,0.986370950937271,4,150,0,True
qwen3_8b,dev,21799811,generation_2,4,0,0,0.971065104007721,0.984010711312294,4,130,0,True
qwen3_8b,dev,21799811,generation_3,4,0,0,0.97503000497818,0.9824819415807724,4,209,0,True
qwen3_8b,dev,21903317,generation_1,6,0,0,0.7545149326324463,0.9505751530329386,6,225,0,True
qwen3_8b,dev,21903317,generation_2,6,0,1,0.0394306145608425,0.7868452264616886,6,154,0,False
qwen3_8b,dev,21903317,generation_3,6,0,2,0.0177249889820814,0.6706660566851497,6,235,0,False
qwen3_8b,dev,22711886,generation_1,15,0,9,0.0002638770965859,0.4894995958486106,15,243,2,False
qwen3_8b,dev,22711886,generation_2,15,0,11,0.0002469968167133,0.26395246039610354,15,257,2,False
qwen3_8b,dev,22711886,generation_3,15,0,5,0.000214040337596,0.6192945678039299,15,209,2,False
qwen3_8b,dev,23285048,generation_1,16,0,6,0.0010325073963031,0.6390251293996698,16,223,2,False
qwen3_8b,dev,23285048,generation_2,16,0,6,0.0057299905456602,0.5896606255846564,16,261,2,False
qwen3_8b,dev,23285048,generation_3,16,0,9,0.0010139346122741,0.42708842728461605,16,252,2,False
qwen3_8b,dev,23651211,generation_1,42,0,39,0.0002026178262894,0.11089382786615581,42,217,2,False
qwen3_8b,dev,23651211,generation_2,42,0,38,0.0002069322654278,0.09927853240619043,42,242,2,False
qwen3_8b,dev,23651211,generation_3,42,0,26,0.0002046225708909,0.3972410083751172,42,250,2,False
qwen3_8b,dev,23872883,generation_1,17,0,3,0.1502934992313385,0.8398153904606315,17,197,2,False
qwen3_8b,dev,23872883,generation_2,17,0,6,0.0163338147103786,0.6523638455306783,17,219,2,False
qwen3_8b,dev,23872883,generation_3,17,0,6,0.05822129920125,0.6720561987775213,17,252,2,False
qwen3_8b,dev,24014394,generation_1,16,0,5,0.0001902802905533,0.6807874781534338,16,227,2,False
qwen3_8b,dev,24014394,generation_2,16,0,5,0.0006340955151244,0.6809557728738582,16,253,2,False
qwen3_8b,dev,24014394,generation_3,16,0,6,0.0001888379774754,0.6198312261476531,16,229,2,False
qwen3_8b,dev,24036311,generation_1,19,3,12,0.0016698485706001,0.23613964649848634,19,231,2,False
qwen3_8b,dev,24036311,generation_2,19,3,11,0.0002258931199321,0.3563612376188087,19,253,2,False
qwen3_8b,dev,24036311,generation_3,19,3,12,0.0001864386140368,0.2603222524906557,19,250,2,False
qwen3_8b,dev,24288432,generation_1,20,10,3,0.0002204955380875,0.5466950024827384,20,267,2,False
qwen3_8b,dev,24288432,generation_2,20,10,1,0.000224146497203,0.46981387290361454,20,231,2,True
qwen3_8b,dev,24288432,generation_3,20,10,1,0.0002142586163245,0.6232457892889215,20,240,2,True
qwen3_8b,dev,24333387,generation_1,16,0,3,0.0001859549956861,0.8108354807209253,16,192,2,False
qwen3_8b,dev,24333387,generation_2,16,0,3,0.000239741479163,0.7789958958137504,16,254,2,False
qwen3_8b,dev,24333387,generation_3,16,0,1,0.1660216599702835,0.9069281974807382,16,238,2,True
qwen3_8b,dev,24438483,generation_1,13,1,5,0.0004457549366634,0.5466518837649625,13,289,2,False
qwen3_8b,dev,24438483,generation_2,13,1,9,0.0002919595572166,0.2425119366469936,13,368,2,False
qwen3_8b,dev,24438483,generation_3,13,1,5,0.0002666880609467,0.5379031921083179,13,284,2,False
qwen3_8b,dev,25080425,generation_1,12,0,5,0.0006131276022642,0.6006016479611086,12,227,1,False
qwen3_8b,dev,25080425,generation_2,12,0,4,0.0011511768680065,0.6688357506063767,12,246,1,False
qwen3_8b,dev,25080425,generation_3,12,0,4,0.0021270338911563,0.6604649222960385,12,253,1,False
qwen3_8b,dev,25119790,generation_1,17,0,8,0.000302057393128,0.5315964821202215,17,264,2,False
qwen3_8b,dev,25119790,generation_2,17,0,6,0.0002733833971433,0.620185476667864,17,269,2,False
qwen3_8b,dev,25119790,generation_3,17,0,10,0.0002166946214856,0.4040699189191561,17,310,2,False
qwen3_8b,dev,25550469,generation_1,13,1,7,0.0055776396766304,0.4318792179871637,13,231,2,False
qwen3_8b,dev,25550469,generation_2,13,1,10,0.0003435422549955,0.25580436118000827,13,273,2,False
qwen3_8b,dev,25550469,generation_3,13,1,9,0.00030529970536,0.3142518665766916,13,229,2,False
qwen3_8b,dev,25589620,generation_1,9,0,4,0.0062436489388346,0.6115676968668898,9,308,1,False
qwen3_8b,dev,25589620,generation_2,9,0,3,0.0034249525051563,0.6736833123852395,9,243,1,False
qwen3_8b,dev,25589620,generation_3,9,0,2,0.013761930167675,0.7261604554951191,9,268,1,False
qwen3_8b,dev,26684240,generation_1,51,0,4,0.0003932956024073,0.9074440161302667,51,318,2,False
qwen3_8b,dev,26684240,generation_2,51,0,24,0.0001997830404434,0.5275704273785689,51,288,2,False
qwen3_8b,dev,26684240,generation_3,51,0,7,0.000506934185978,0.8503123701518109,51,250,2,False
qwen3_8b,dev,27090298,generation_1,7,0,5,0.0013362609315663,0.3288530297909996,7,155,0,False
qwen3_8b,dev,27090298,generation_2,7,0,3,0.00301443785429,0.5215184422475951,7,158,0,False
qwen3_8b,dev,27090298,generation_3,7,0,5,0.0025934586301445,0.34347614472998034,7,160,0,False
qwen3_8b,dev,27103577,generation_1,7,0,7,0.0014101434499025,0.048230047121510924,7,247,0,False
qwen3_8b,dev,27103577,generation_2,7,0,5,0.0004965591360814,0.308930195227731,7,203,0,False
qwen3_8b,dev,27103577,generation_3,7,0,5,0.0007745638722553,0.26420345038474935,7,256,0,False
qwen3_8b,dev,27491646,generation_1,15,0,7,0.0001854245347203,0.5197282669415775,15,275,2,False
qwen3_8b,dev,27491646,generation_2,15,0,9,0.0001862169010564,0.440006024055765,15,261,2,False
qwen3_8b,dev,27491646,generation_3,15,0,6,0.0001832842390285,0.5841071831334071,15,235,2,False
qwen3_8b,dev,27509880,generation_1,17,1,11,0.0019663712009787,0.30883451158126046,17,230,2,False
qwen3_8b,dev,27509880,generation_2,17,1,11,0.0001926148106576,0.3285874445487827,17,260,2,False
qwen3_8b,dev,27509880,generation_3,17,1,9,0.000188202902791,0.4113725894926841,17,333,2,False
qwen3_8b,dev,27663860,generation_1,8,0,5,0.0058875284157693,0.422155522450339,8,203,0,False
qwen3_8b,dev,27663860,generation_2,8,0,3,0.0003984800423495,0.6192056272047921,8,168,0,False
qwen3_8b,dev,27663860,generation_3,8,0,2,0.0003420750144869,0.7225811244279612,8,160,0,False
qwen3_8b,dev,27707793,generation_1,5,0,2,0.0164488703012466,0.5686568230390548,5,194,0,False
qwen3_8b,dev,27707793,generation_2,5,0,3,0.0027044320013374,0.4138524256180972,5,176,0,False
qwen3_8b,dev,27707793,generation_3,5,0,3,0.0061899153515696,0.47349396739155053,5,263,0,False
qwen3_8b,dev,27729412,generation_1,15,0,14,0.000219318215386,0.07416230137944993,15,253,2,False
