model,split,paper_id,generation,failed_stated,n_stated,failed_implicit,n_implicit,failed_total,keep_stated_only,keep_norel_aware
qwen3_8b,dev,15754732,generation_3,1,9,6,19,7,False,False
qwen3_8b,dev,15867855,generation_1,0,4,1,6,1,True,False
qwen3_8b,dev,15867855,generation_2,0,4,2,6,2,True,False
qwen3_8b,dev,15867855,generation_3,0,4,1,6,1,True,False
qwen3_8b,dev,15951966,generation_1,0,2,0,1,0,True,True
qwen3_8b,dev,15951966,generation_2,0,2,0,1,0,True,True
qwen3_8b,dev,15951966,generation_3,0,2,0,1,0,True,True
qwen3_8b,dev,15991002,generation_1,1,4,1,2,2,False,False
qwen3_8b,dev,15991002,generation_2,0,4,1,2,1,True,False
qwen3_8b,dev,15991002,generation_3,0,4,1,2,1,True,False
qwen3_8b,dev,16000134,generation_1,2,5,4,10,6,False,False
qwen3_8b,dev,16000134,generation_2,2,5,3,10,5,False,False
qwen3_8b,dev,16000134,generation_3,2,5,1,10,3,False,False
qwen3_8b,dev,16018252,generation_1,0,1,0,0,0,True,True
qwen3_8b,dev,16018252,generation_2,0,1,0,0,0,True,True
qwen3_8b,dev,16018252,generation_3,0,1,0,0,0,True,True
qwen3_8b,dev,16051693,generation_1,2,5,2,6,4,False,False
qwen3_8b,dev,16051693,generation_2,3,5,3,6,6,False,False
qwen3_8b,dev,16051693,generation_3,3,5,4,6,7,False,False
qwen3_8b,dev,16152606,generation_1,0,4,0,6,0,True,True
qwen3_8b,dev,16152606,generation_2,0,4,0,6,0,True,True
qwen3_8b,dev,16152606,generation_3,0,4,0,6,0,True,True
qwen3_8b,dev,16181814,generation_1,1,3,0,3,1,False,False
qwen3_8b,dev,16181814,generation_2,1,3,0,3,1,False,False
qwen3_8b,dev,16181814,generation_3,1,3,0,3,1,False,False
qwen3_8b,dev,16225977,generation_1,0,8,10,36,10,True,False
qwen3_8b,dev,16225977,generation_2,1,8,16,36,17,False,False
qwen3_8b,dev,16225977,generation_3,1,8,14,36,15,False,False
qwen3_8b,dev,16277682,generation_1,1,4,0,2,1,False,False
qwen3_8b,dev,16277682,generation_2,1,4,0,2,1,False,False
qwen3_8b,dev,16277682,generation_3,1,4,0,2,1,False,False
qwen3_8b,dev,16419642,generation_1,1,4,4,11,5,False,False
qwen3_8b,dev,16419642,generation_2,1,4,4,11,5,False,False
qwen3_8b,dev,16419642,generation_3,2,4,3,11,5,False,False
qwen3_8b,dev,16565833,generation_1,2,9,4,6,6,False,False
qwen3_8b,dev,16565833,generation_2,1,9,2,6,3,False,False
qwen3_8b,dev,16565833,generation_3,2,9,2,6,4,False,False
qwen3_8b,dev,16611040,generation_1,0,1,0,0,0,True,True
qwen3_8b,dev,16611040,generation_2,0,1,0,0,0,True,True
qwen3_8b,dev,16611040,generation_3,0,1,0,0,0,True,True
qwen3_8b,dev,16680561,generation_1,1,5,3,4,4,False,False
qwen3_8b,dev,16680561,generation_2,1,5,2,4,3,False,False
qwen3_8b,dev,16680561,generation_3,1,5,2,4,3,False,False
qwen3_8b,dev,1671881,generation_1,3,6,0,4,3,False,False
qwen3_8b,dev,1671881,generation_2,3,6,0,4,3,False,False
qwen3_8b,dev,1671881,generation_3,1,6,0,4,1,False,False
qwen3_8b,dev,16838170,generation_1,8,14,11,31,19,False,False
qwen3_8b,dev,16838170,generation_2,9,14,10,31,19,False,False
qwen3_8b,dev,16838170,generation_3,11,14,11,31,22,False,False
qwen3_8b,dev,16867021,generation_1,6,12,11,43,17,False,False
qwen3_8b,dev,16867021,generation_2,4,12,20,43,24,False,False
qwen3_8b,dev,16867021,generation_3,3,12,13,43,16,False,False
qwen3_8b,dev,16867246,generation_1,3,6,2,4,5,False,False
qwen3_8b,dev,16867246,generation_2,3,6,2,4,5,False,False
qwen3_8b,dev,16867246,generation_3,2,6,2,4,4,False,False
qwen3_8b,dev,17033974,generation_1,1,6,5,9,6,False,False
qwen3_8b,dev,17033974,generation_2,0,6,6,9,6,True,False
qwen3_8b,dev,17033974,generation_3,1,6,6,9,7,False,False
qwen3_8b,dev,17042884,generation_1,3,5,1,5,4,False,False
qwen3_8b,dev,17042884,generation_2,0,5,1,5,1,True,False
qwen3_8b,dev,17042884,generation_3,1,5,1,5,2,False,False
qwen3_8b,dev,17151160,generation_1,6,8,0,6,6,False,False
qwen3_8b,dev,17151160,generation_2,7,8,0,6,7,False,False
qwen3_8b,dev,17151160,generation_3,5,8,0,6,5,False,False
qwen3_8b,dev,17255138,generation_1,16,18,4,24,20,False,False
qwen3_8b,dev,17255138,generation_2,16,18,5,24,21,False,False
qwen3_8b,dev,17255138,generation_3,16,18,5,24,21,False,False
qwen3_8b,dev,17297207,generation_1,7,8,7,28,14,False,False
qwen3_8b,dev,17297207,generation_2,7,8,13,28,20,False,False
qwen3_8b,dev,17297207,generation_3,7,8,9,28,16,False,False
qwen3_8b,dev,17345627,generation_1,8,16,4,29,12,False,False
qwen3_8b,dev,17345627,generation_2,8,16,4,29,12,False,False
qwen3_8b,dev,17345627,generation_3,8,16,10,29,18,False,False
qwen3_8b,dev,17384765,generation_1,6,9,0,12,6,False,False
qwen3_8b,dev,17384765,generation_2,5,9,0,12,5,False,False
qwen3_8b,dev,17384765,generation_3,5,9,0,12,5,False,False
qwen3_8b,dev,17395743,generation_1,2,7,0,8,2,False,False
qwen3_8b,dev,17395743,generation_2,4,7,2,8,6,False,False
qwen3_8b,dev,17395743,generation_3,2,7,2,8,4,False,False
qwen3_8b,dev,17397547,generation_1,37,66,4,399,41,False,False
qwen3_8b,dev,17397547,generation_2,36,66,14,399,50,False,False
qwen3_8b,dev,17397547,generation_3,35,66,21,399,56,False,False
qwen3_8b,dev,17445520,generation_1,2,2,0,1,2,False,False
qwen3_8b,dev,17445520,generation_2,2,2,0,1,2,False,False
qwen3_8b,dev,17445520,generation_3,2,2,0,1,2,False,False
qwen3_8b,dev,17549393,generation_1,0,1,1,1,1,True,False
qwen3_8b,dev,17549393,generation_2,0,1,1,1,1,True,False
qwen3_8b,dev,17549393,generation_3,0,1,1,1,1,True,False
qwen3_8b,dev,17600377,generation_1,6,13,33,53,39,False,False
qwen3_8b,dev,17600377,generation_2,6,13,31,53,37,False,False
qwen3_8b,dev,17600377,generation_3,5,13,26,53,31,False,False
qwen3_8b,dev,17608141,generation_1,7,11,6,17,13,False,False
qwen3_8b,dev,17608141,generation_2,8,11,6,17,14,False,False
qwen3_8b,dev,17608141,generation_3,7,11,6,17,13,False,False
qwen3_8b,dev,17671735,generation_1,0,2,0,1,0,True,True
qwen3_8b,dev,17671735,generation_2,0,2,0,1,0,True,True
qwen3_8b,dev,17671735,generation_3,0,2,0,1,0,True,True
qwen3_8b,dev,17943461,generation_1,6,19,5,26,11,False,False
qwen3_8b,dev,17943461,generation_2,3,19,9,26,12,False,False
qwen3_8b,dev,17943461,generation_3,12,19,4,26,16,False,False
qwen3_8b,dev,17962394,generation_1,1,2,0,1,1,False,False
qwen3_8b,dev,17962394,generation_2,0,2,0,1,0,True,True
qwen3_8b,dev,17962394,generation_3,0,2,0,1,0,True,True
qwen3_8b,dev,17968299,generation_1,0,1,0,0,0,True,True
qwen3_8b,dev,17968299,generation_2,0,1,0,0,0,True,True
qwen3_8b,dev,17968299,generation_3,0,1,0,0,0,True,True
qwen3_8b,dev,18046082,generation_1,0,1,0,1,0,True,True
qwen3_8b,dev,18046082,generation_2,0,1,0,1,0,True,True
qwen3_8b,dev,18046082,generation_3,0,1,0,1,0,True,True
qwen3_8b,dev,18162529,generation_1,16,21,34,57,50,False,False
qwen3_8b,dev,18162529,generation_2,12,21,28,57,40,False,False
qwen3_8b,dev,18162529,generation_3,12,21,35,57,47,False,False
qwen3_8b,dev,18308784,generation_1,4,6,3,4,7,False,False
qwen3_8b,dev,18308784,generation_2,3,6,3,4,6,False,False
qwen3_8b,dev,18308784,generation_3,4,6,3,4,7,False,False
qwen3_8b,dev,18385794,generation_1,6,14,1,14,7,False,False
qwen3_8b,dev,18385794,generation_2,9,14,1,14,10,False,False
qwen3_8b,dev,18385794,generation_3,6,14,1,14,7,False,False
qwen3_8b,dev,18951540,generation_1,0,1,0,0,0,True,True
qwen3_8b,dev,18951540,generation_2,0,1,0,0,0,True,True
qwen3_8b,dev,18951540,generation_3,0,1,0,0,0,True,True
qwen3_8b,dev,19300402,generation_1,25,36,39,135,64,False,False
qwen3_8b,dev,19300402,generation_2,26,36,38,135,64,False,False
qwen3_8b,dev,19300402,generation_3,26,36,41,135,67,False,False
qwen3_8b,dev,19759529,generation_1,8,15,34,51,42,False,False
qwen3_8b,dev,19759529,generation_2,5,15,34,51,39,False,False
qwen3_8b,dev,19759529,generation_3,7,15,32,51,39,False,False
qwen3_8b,dev,19880293,generation_1,0,2,0,1,0,True,True
qwen3_8b,dev,19880293,generation_2,0,2,0,1,0,True,True
qwen3_8b,dev,19880293,generation_3,0,2,0,1,0,True,True
qwen3_8b,dev,19914299,generation_1,1,4,2,2,3,False,False
qwen3_8b,dev,19914299,generation_2,1,4,1,2,2,False,False
qwen3_8b,dev,19914299,generation_3,2,4,1,2,3,False,False
qwen3_8b,dev,20126413,generation_1,0,1,0,0,0,True,True
qwen3_8b,dev,20126413,generation_2,0,1,0,0,0,True,True
qwen3_8b,dev,20126413,generation_3,0,1,0,0,0,True,True
qwen3_8b,dev,20143913,generation_1,0,1,0,0,0,True,True
qwen3_8b,dev,20143913,generation_2,0,1,0,0,0,True,True
qwen3_8b,dev,20143913,generation_3,0,1,0,0,0,True,True
qwen3_8b,dev,20195852,generation_1,2,6,0,9,2,False,False
qwen3_8b,dev,20195852,generation_2,1,6,2,9,3,False,False
qwen3_8b,dev,20195852,generation_3,3,6,1,9,4,False,False
qwen3_8b,dev,20540798,generation_1,2,5,0,5,2,False,False
qwen3_8b,dev,20540798,generation_2,1,5,0,5,1,False,False
qwen3_8b,dev,20540798,generation_3,1,5,0,5,1,False,False
qwen3_8b,dev,20621845,generation_1,4,10,4,11,8,False,False
qwen3_8b,dev,20621845,generation_2,4,10,4,11,8,False,False
qwen3_8b,dev,20621845,generation_3,4,10,4,11,8,False,False
qwen3_8b,dev,20682662,generation_1,1,2,0,1,1,False,False
qwen3_8b,dev,20682662,generation_2,1,2,0,1,1,False,False
qwen3_8b,dev,20682662,generation_3,1,2,0,1,1,False,False
qwen3_8b,dev,20801540,generation_1,9,14,14,39,23,False,False
qwen3_8b,dev,20801540,generation_2,6,14,10,39,16,False,False
qwen3_8b,dev,20801540,generation_3,7,14,20,39,27,False,False
qwen3_8b,dev,20859899,generation_1,8,13,6,28,14,False,False
qwen3_8b,dev,20859899,generation_2,8,13,8,28,16,False,False
qwen3_8b,dev,20859899,generation_3,9,13,14,28,23,False,False
qwen3_8b,dev,20959502,generation_1,10,14,27,74,37,False,False
qwen3_8b,dev,20959502,generation_2,3,14,32,74,35,False,False
qwen3_8b,dev,20959502,generation_3,3,14,33,74,36,False,False
qwen3_8b,dev,21042587,generation_1,9,21,61,98,70,False,False
qwen3_8b,dev,21042587,generation_2,8,21,61,98,69,False,False
qwen3_8b,dev,21042587,generation_3,10,21,60,98,70,False,False
qwen3_8b,dev,21054465,generation_1,0,2,1,1,1,True,False
qwen3_8b,dev,21054465,generation_2,0,2,1,1,1,True,False
qwen3_8b,dev,21054465,generation_3,0,2,1,1,1,True,False
qwen3_8b,dev,21130517,generation_1,0,6,2,4,2,True,False
qwen3_8b,dev,21130517,generation_2,0,6,2,4,2,True,False
qwen3_8b,dev,21130517,generation_3,0,6,2,4,2,True,False
qwen3_8b,dev,21799811,generation_1,0,4,3,6,3,True,False
qwen3_8b,dev,21799811,generation_2,0,4,2,6,2,True,False
qwen3_8b,dev,21799811,generation_3,0,4,2,6,2,True,False
qwen3_8b,dev,21903317,generation_1,0,6,8,22,8,True,False
qwen3_8b,dev,21903317,generation_2,1,6,3,22,4,False,False
qwen3_8b,dev,21903317,generation_3,2,6,6,22,8,False,False
qwen3_8b,dev,22711886,generation_1,9,15,9,30,18,False,False
qwen3_8b,dev,22711886,generation_2,11,15,10,30,21,False,False
qwen3_8b,dev,22711886,generation_3,5,15,15,30,20,False,False
qwen3_8b,dev,23285048,generation_1,6,16,4,120,10,False,False
qwen3_8b,dev,23285048,generation_2,6,16,8,120,14,False,False
qwen3_8b,dev,23285048,generation_3,9,16,6,120,15,False,False
qwen3_8b,dev,23651211,generation_1,39,42,12,168,51,False,False
qwen3_8b,dev,23651211,generation_2,38,42,8,168,46,False,False
qwen3_8b,dev,23651211,generation_3,26,42,10,168,36,False,False
qwen3_8b,dev,23872883,generation_1,3,17,9,103,12,False,False
qwen3_8b,dev,23872883,generation_2,6,17,9,103,15,False,False
qwen3_8b,dev,23872883,generation_3,6,17,13,103,19,False,False
qwen3_8b,dev,24014394,generation_1,5,16,16,39,21,False,False
qwen3_8b,dev,24014394,generation_2,5,16,16,39,21,False,False
qwen3_8b,dev,24014394,generation_3,6,16,15,39,21,False,False
qwen3_8b,dev,24036311,generation_1,12,16,6,118,18,False,False
qwen3_8b,dev,24036311,generation_2,11,16,5,118,16,False,False
qwen3_8b,dev,24036311,generation_3,12,16,2,118,14,False,False
qwen3_8b,dev,24288432,generation_1,3,10,13,58,16,False,False
qwen3_8b,dev,24288432,generation_2,1,10,7,58,8,False,False
qwen3_8b,dev,24288432,generation_3,1,10,8,58,9,False,False
qwen3_8b,dev,24333387,generation_1,3,16,11,89,14,False,False
qwen3_8b,dev,24333387,generation_2,3,16,12,89,15,False,False
qwen3_8b,dev,24333387,generation_3,1,16,21,89,22,False,False
qwen3_8b,dev,24438483,generation_1,5,12,1,8,6,False,False
qwen3_8b,dev,24438483,generation_2,9,12,5,8,14,False,False
qwen3_8b,dev,24438483,generation_3,5,12,3,8,8,False,False
qwen3_8b,dev,25080425,generation_1,5,12,2,16,7,False,False
qwen3_8b,dev,25080425,generation_2,4,12,5,16,9,False,False
qwen3_8b,dev,25080425,generation_3,4,12,2,16,6,False,False
qwen3_8b,dev,25119790,generation_1,8,17,7,49,15,False,False
qwen3_8b,dev,25119790,generation_2,6,17,8,49,14,False,False
qwen3_8b,dev,25119790,generation_3,10,17,3,49,13,False,False
qwen3_8b,dev,25550469,generation_1,7,12,10,32,17,False,False
qwen3_8b,dev,25550469,generation_2,10,12,14,32,24,False,False
qwen3_8b,dev,25550469,generation_3,9,12,15,32,24,False,False
qwen3_8b,dev,25589620,generation_1,4,9,8,27,12,False,False
qwen3_8b,dev,25589620,generation_2,3,9,9,27,12,False,False
qwen3_8b,dev,25589620,generation_3,2,9,8,27,10,False,False
qwen3_8b,dev,26684240,generation_1,4,51,59,300,63,False,False
qwen3_8b,dev,26684240,generation_2,24,51,51,300,75,False,False
qwen3_8b,dev,26684240,generation_3,7,51,49,300,56,False,False
qwen3_8b,dev,27090298,generation_1,5,7,4,29,9,False,False
qwen3_8b,dev,27090298,generation_2,3,7,4,29,7,False,False
qwen3_8b,dev,27090298,generation_3,5,7,3,29,8,False,False
qwen3_8b,dev,27103577,generation_1,7,7,1,3,8,False,False
qwen3_8b,dev,27103577,generation_2,5,7,1,3,6,False,False
qwen3_8b,dev,27103577,generation_3,5,7,0,3,5,False,False
qwen3_8b,dev,27491646,generation_1,7,15,27,105,34,False,False
qwen3_8b,dev,27491646,generation_2,9,15,25,105,34,False,False
qwen3_8b,dev,27491646,generation_3,6,15,21,105,27,False,False
qwen3_8b,dev,27509880,generation_1,11,16,13,49,24,False,False
qwen3_8b,dev,27509880,generation_2,11,16,10,49,21,False,False
qwen3_8b,dev,27509880,generation_3,9,16,13,49,22,False,False
qwen3_8b,dev,27663860,generation_1,5,8,5,7,10,False,False
qwen3_8b,dev,27663860,generation_2,3,8,5,7,8,False,False
qwen3_8b,dev,27663860,generation_3,2,8,5,7,7,False,False
qwen3_8b,dev,27707793,generation_1,2,5,3,10,5,False,False
qwen3_8b,dev,27707793,generation_2,3,5,7,10,10,False,False
qwen3_8b,dev,27707793,generation_3,3,5,3,10,6,False,False
qwen3_8b,dev,27729412,generation_1,14,15,9,13,23,False,False
qwen3_8b,dev,27729412,generation_2,15,15,10,13,25,False,False
qwen3_8b,dev,27729412,generation_3,14,15,6,13,20,False,False
qwen3_8b,dev,27807193,generation_1,3,8,15,37,18,False,False
qwen3_8b,dev,27807193,generation_2,3,8,10,37,13,False,False
qwen3_8b,dev,27807193,generation_3,2,8,9,37,11,False,False
qwen3_8b,dev,27840894,generation_1,1,2,0,1,1,False,False
qwen3_8b,dev,27840894,generation_2,1,2,0,1,1,False,False
qwen3_8b,dev,27840894,generation_3,1,2,0,1,1,False,False
qwen3_8b,dev,27860185,generation_1,2,8,10,28,12,False,False
qwen3_8b,dev,27860185,generation_2,2,8,11,28,13,False,False
qwen3_8b,dev,27860185,generation_3,2,8,10,28,12,False,False
qwen3_8b,dev,27866394,generation_1,16,19,17,101,33,False,False
qwen3_8b,dev,27866394,generation_2,11,19,23,101,34,False,False
qwen3_8b,dev,27866394,generation_3,15,19,12,101,27,False,False
qwen3_8b,dev,28259923,generation_1,10,12,10,24,20,False,False
qwen3_8b,dev,28259923,generation_2,8,12,11,24,19,False,False
qwen3_8b,dev,28259923,generation_3,9,12,14,24,23,False,False
qwen3_8b,dev,28393239,generation_1,3,7,1,8,4,False,False
qwen3_8b,dev,28393239,generation_2,3,7,1,8,4,False,False
qwen3_8b,dev,28393239,generation_3,1,7,1,8,2,False,False
qwen3_8b,dev,28518143,generation_1,17,31,14,74,31,False,False
qwen3_8b,dev,28518143,generation_2,22,31,23,74,45,False,False
qwen3_8b,dev,28518143,generation_3,22,31,23,74,45,False,False
qwen3_8b,dev,29049388,generation_1,2,9,2,12,4,False,False
qwen3_8b,dev,29049388,generation_2,2,9,2,12,4,False,False
qwen3_8b,dev,29049388,generation_3,2,9,3,12,5,False,False
qwen3_8b,dev,29183288,generation_1,21,33,37,157,58,False,False
qwen3_8b,dev,29183288,generation_2,21,33,35,157,56,False,False
qwen3_8b,dev,29183288,generation_3,24,33,27,157,51,False,False
qwen3_8b,dev,6086495,generation_1,1,1,0,0,1,False,False
qwen3_8b,dev,6086495,generation_2,1,1,0,0,1,False,False
qwen3_8b,dev,6086495,generation_3,1,1,0,0,1,False,False
qwen3_8b,dev,7811247,generation_1,1,4,0,0,1,False,False
qwen3_8b,dev,7811247,generation_2,3,4,0,0,3,False,False
qwen3_8b,dev,7811247,generation_3,3,4,0,0,3,False,False
qwen3_8b,test,15000256,generation_1,0,6,0,4,0,True,True
qwen3_8b,test,15000256,generation_2,1,6,0,4,1,False,False
qwen3_8b,test,15000256,generation_3,2,6,0,4,2,False,False
qwen3_8b,test,15036754,generation_1,13,19,37,95,50,False,False
qwen3_8b,test,15036754,generation_2,10,19,31,95,41,False,False
qwen3_8b,test,15036754,generation_3,16,19,22,95,38,False,False
qwen3_8b,test,15111599,generation_1,0,2,0,1,0,True,True
qwen3_8b,test,15111599,generation_2,0,2,0,1,0,True,True
qwen3_8b,test,15111599,generation_3,0,2,0,1,0,True,True
qwen3_8b,test,15130900,generation_1,1,2,0,1,1,False,False
qwen3_8b,test,15130900,generation_2,1,2,0,1,1,False,False
qwen3_8b,test,15130900,generation_3,1,2,0,1,1,False,False
qwen3_8b,test,15233872,generation_1,2,7,4,8,6,False,False
qwen3_8b,test,15233872,generation_2,4,7,4,8,8,False,False
qwen3_8b,test,15233872,generation_3,4,7,2,8,6,False,False
qwen3_8b,test,15459975,generation_1,0,1,0,0,0,True,True
qwen3_8b,test,15459975,generation_2,0,1,0,0,0,True,True
qwen3_8b,test,15459975,generation_3,0,1,0,0,0,True,True
qwen3_8b,test,15464247,generation_1,0,1,0,0,0,True,True
qwen3_8b,test,15464247,generation_2,1,1,0,0,1,False,False
qwen3_8b,test,15464247,generation_3,1,1,0,0,1,False,False
qwen3_8b,test,15485686,generation_1,1,12,6,24,7,False,False
qwen3_8b,test,15485686,generation_2,1,12,5,24,6,False,False
qwen3_8b,test,15485686,generation_3,0,12,7,24,7,True,False
qwen3_8b,test,15668505,generation_1,2,6,0,4,2,False,False
qwen3_8b,test,15668505,generation_2,2,6,0,4,2,False,False
qwen3_8b,test,15668505,generation_3,2,6,0,4,2,False,False
qwen3_8b,test,15673851,generation_1,5,12,11,16,16,False,False
qwen3_8b,test,15673851,generation_2,5,12,11,16,16,False,False
qwen3_8b,test,15673851,generation_3,4,12,11,16,15,False,False
qwen3_8b,test,15811908,generation_1,8,15,7,19,15,False,False
qwen3_8b,test,15811908,generation_2,6,15,6,19,12,False,False
qwen3_8b,test,15811908,generation_3,9,15,5,19,14,False,False
qwen3_8b,test,15818664,generation_1,1,4,1,2,2,False,False
qwen3_8b,test,15818664,generation_2,4,4,1,2,5,False,False
qwen3_8b,test,15818664,generation_3,1,4,1,2,2,False,False
qwen3_8b,test,15820770,generation_1,1,6,4,9,5,False,False
qwen3_8b,test,15820770,generation_2,3,6,3,9,6,False,False
qwen3_8b,test,15820770,generation_3,3,6,3,9,6,False,False
qwen3_8b,test,15824163,generation_1,0,1,0,0,0,True,True
qwen3_8b,test,15824163,generation_2,0,1,0,0,0,True,True
qwen3_8b,test,15824163,generation_3,0,1,0,0,0,True,True
qwen3_8b,test,15987266,generation_1,4,5,2,5,6,False,False
qwen3_8b,test,15987266,generation_2,4,5,2,5,6,False,False
qwen3_8b,test,15987266,generation_3,4,5,2,5,6,False,False
qwen3_8b,test,16046395,generation_1,0,3,0,3,0,True,True
qwen3_8b,test,16046395,generation_2,1,3,1,3,2,False,False
qwen3_8b,test,16046395,generation_3,0,3,1,3,1,True,False
qwen3_8b,test,16112787,generation_1,5,15,8,40,13,False,False
qwen3_8b,test,16112787,generation_2,6,15,9,40,15,False,False
qwen3_8b,test,16112787,generation_3,6,15,7,40,13,False,False
qwen3_8b,test,16116131,generation_1,0,2,1,1,1,True,False
qwen3_8b,test,16116131,generation_2,0,2,1,1,1,True,False
qwen3_8b,test,16116131,generation_3,0,2,0,1,0,True,True
qwen3_8b,test,16186368,generation_1,2,3,0,3,2,False,False
qwen3_8b,test,16186368,generation_2,2,3,0,3,2,False,False
qwen3_8b,test,16186368,generation_3,2,3,0,3,2,False,False
qwen3_8b,test,16252083,generation_1,3,6,3,9,6,False,False
qwen3_8b,test,16252083,generation_2,3,6,3,9,6,False,False
qwen3_8b,test,16252083,generation_3,3,6,3,9,6,False,False
qwen3_8b,test,16330669,generation_1,0,7,12,29,12,True,False
qwen3_8b,test,16330669,generation_2,0,7,11,29,11,True,False
qwen3_8b,test,16330669,generation_3,0,7,4,29,4,True,False
qwen3_8b,test,16428827,generation_1,1,9,9,12,10,False,False
qwen3_8b,test,16428827,generation_2,3,9,7,12,10,False,False
qwen3_8b,test,16428827,generation_3,1,9,8,12,9,False,False
qwen3_8b,test,16629641,generation_1,7,13,21,31,28,False,False
qwen3_8b,test,16629641,generation_2,8,13,22,31,30,False,False
qwen3_8b,test,16629641,generation_3,8,13,14,31,22,False,False
qwen3_8b,test,16731636,generation_1,5,11,5,17,10,False,False
qwen3_8b,test,16731636,generation_2,1,11,10,17,11,False,False
qwen3_8b,test,16731636,generation_3,3,11,11,17,14,False,False
qwen3_8b,test,16820346,generation_1,4,7,8,14,12,False,False
qwen3_8b,test,16820346,generation_2,4,7,8,14,12,False,False
qwen3_8b,test,16820346,generation_3,3,7,9,14,12,False,False
qwen3_8b,test,16840830,generation_1,0,1,0,0,0,True,True
qwen3_8b,test,16840830,generation_2,0,1,0,0,0,True,True
qwen3_8b,test,16840830,generation_3,0,1,0,0,0,True,True
qwen3_8b,test,16844102,generation_1,11,24,13,42,24,False,False
qwen3_8b,test,16844102,generation_2,12,24,9,42,21,False,False
qwen3_8b,test,16844102,generation_3,12,24,11,42,23,False,False
qwen3_8b,test,16849419,generation_1,1,3,2,3,3,False,False
qwen3_8b,test,16849419,generation_2,2,3,2,3,4,False,False
qwen3_8b,test,16849419,generation_3,1,3,2,3,3,False,False
qwen3_8b,test,16970763,generation_1,0,3,0,3,0,True,True
qwen3_8b,test,16970763,generation_2,0,3,0,3,0,True,True
qwen3_8b,test,16970763,generation_3,0,3,0,3,0,True,True
qwen3_8b,test,17003923,generation_1,4,15,14,90,18,False,False
qwen3_8b,test,17003923,generation_2,4,15,14,90,18,False,False
qwen3_8b,test,17003923,generation_3,7,15,14,90,21,False,False
qwen3_8b,test,17059986,generation_1,3,6,5,8,8,False,False
qwen3_8b,test,17059986,generation_2,3,6,6,8,9,False,False
qwen3_8b,test,17059986,generation_3,3,6,6,8,9,False,False
qwen3_8b,test,17166870,generation_1,0,3,3,6,3,True,False
qwen3_8b,test,17166870,generation_2,0,3,3,6,3,True,False
qwen3_8b,test,17166870,generation_3,0,3,3,6,3,True,False
qwen3_8b,test,17491223,generation_1,1,2,0,1,1,False,False
qwen3_8b,test,17491223,generation_2,1,2,0,1,1,False,False
qwen3_8b,test,17491223,generation_3,1,2,0,1,1,False,False
qwen3_8b,test,17511042,generation_1,4,6,1,8,5,False,False
qwen3_8b,test,17511042,generation_2,1,6,3,8,4,False,False
qwen3_8b,test,17511042,generation_3,3,6,2,8,5,False,False
qwen3_8b,test,17562951,generation_1,3,5,1,4,4,False,False
qwen3_8b,test,17562951,generation_2,4,5,1,4,5,False,False
qwen3_8b,test,17562951,generation_3,2,5,1,4,3,False,False
qwen3_8b,test,17879945,generation_1,5,10,7,11,12,False,False
qwen3_8b,test,17879945,generation_2,4,10,5,11,9,False,False
qwen3_8b,test,17879945,generation_3,4,10,6,11,10,False,False
qwen3_8b,test,17935240,generation_1,0,1,0,0,0,True,True
qwen3_8b,test,17935240,generation_2,0,1,0,0,0,True,True
qwen3_8b,test,17935240,generation_3,0,1,0,0,0,True,True
qwen3_8b,test,18179903,generation_1,2,3,1,7,3,False,False
qwen3_8b,test,18179903,generation_2,2,3,1,7,3,False,False
qwen3_8b,test,18179903,generation_3,2,3,0,7,2,False,False
qwen3_8b,test,18257781,generation_1,0,3,0,3,0,True,True
qwen3_8b,test,18257781,generation_2,0,3,0,3,0,True,True
qwen3_8b,test,18257781,generation_3,0,3,0,3,0,True,True
qwen3_8b,test,18399341,generation_1,1,1,0,0,1,False,False
qwen3_8b,test,18399341,generation_2,1,1,0,0,1,False,False
qwen3_8b,test,18399341,generation_3,1,1,0,0,1,False,False
qwen3_8b,test,18439803,generation_1,4,13,4,14,8,False,False
qwen3_8b,test,18439803,generation_2,4,13,4,14,8,False,False
qwen3_8b,test,18439803,generation_3,3,13,3,14,6,False,False
qwen3_8b,test,18441470,generation_1,2,4,0,6,2,False,False
qwen3_8b,test,18441470,generation_2,2,4,0,6,2,False,False
qwen3_8b,test,18441470,generation_3,2,4,0,6,2,False,False
qwen3_8b,test,18457324,generation_1,5,15,6,13,11,False,False
qwen3_8b,test,18457324,generation_2,5,15,7,13,12,False,False
qwen3_8b,test,18457324,generation_3,6,15,7,13,13,False,False
qwen3_8b,test,1848636,generation_1,5,7,9,14,14,False,False
qwen3_8b,test,1848636,generation_2,4,7,9,14,13,False,False
qwen3_8b,test,1848636,generation_3,5,7,9,14,14,False,False
qwen3_8b,test,18503483,generation_1,2,5,1,4,3,False,False
qwen3_8b,test,18503483,generation_2,3,5,1,4,4,False,False
qwen3_8b,test,18503483,generation_3,2,5,1,4,3,False,False
qwen3_8b,test,18507837,generation_1,4,11,1,34,5,False,False
qwen3_8b,test,18507837,generation_2,1,11,3,34,4,False,False
qwen3_8b,test,18507837,generation_3,1,11,2,34,3,False,False
qwen3_8b,test,18991055,generation_1,2,11,0,55,2,False,False
qwen3_8b,test,18991055,generation_2,1,11,0,55,1,False,False
qwen3_8b,test,18991055,generation_3,2,11,0,55,2,False,False
qwen3_8b,test,19207031,generation_1,2,2,1,1,3,False,False
qwen3_8b,test,19207031,generation_2,2,2,0,1,2,False,False
