model,split,paper_id,generation,rel_idx,num_relations,num_entities,abstract_words,entity_a,type_a,relation_type,entity_b,type_b,prob_supported
qwen3_4b,train,15755837,generation_2,2,5,26,172,dihydrofolate reductase,GeneOrGeneProduct,Association,dihydrofolate,ChemicalEntity,0.9893150329589844
qwen3_4b,train,15755837,generation_2,3,5,26,172,dihydrofolate reductase,GeneOrGeneProduct,Association,Folate,ChemicalEntity,0.9907127022743225
qwen3_4b,train,15755837,generation_2,4,5,26,172,dihydrofolate reductase,GeneOrGeneProduct,Association,preterm delivery,DiseaseOrPhenotypicFeature,0.9913268685340881
qwen3_4b,train,15755837,generation_3,0,5,26,176,dihydrofolate,ChemicalEntity,Positive_Correlation,thymidylate synthase,GeneOrGeneProduct,0.9811073541641235
qwen3_4b,train,15755837,generation_3,1,5,26,176,Folate,ChemicalEntity,Negative_Correlation,preterm delivery,DiseaseOrPhenotypicFeature,0.3527362048625946
qwen3_4b,train,15755837,generation_3,2,5,26,176,dihydrofolate reductase,GeneOrGeneProduct,Association,dihydrofolate,ChemicalEntity,0.9875373244285583
qwen3_4b,train,15755837,generation_3,3,5,26,176,dihydrofolate reductase,GeneOrGeneProduct,Association,Folate,ChemicalEntity,0.9909311532974243
qwen3_4b,train,15755837,generation_3,4,5,26,176,dihydrofolate reductase,GeneOrGeneProduct,Association,preterm delivery,DiseaseOrPhenotypicFeature,0.9921932816505432
qwen3_4b,train,15851735,generation_1,0,2,29,142,c.2607C>A,SequenceVariant,Positive_Correlation,glycine encephalopathy,DiseaseOrPhenotypicFeature,0.9781378507614136
qwen3_4b,train,15851735,generation_1,1,2,29,142,glycine encephalopathy,DiseaseOrPhenotypicFeature,Association,GLDC,GeneOrGeneProduct,0.9948775172233582
qwen3_4b,train,15851735,generation_2,0,2,29,143,c.2607C>A,SequenceVariant,Positive_Correlation,glycine encephalopathy,DiseaseOrPhenotypicFeature,0.9734935164451599
qwen3_4b,train,15851735,generation_2,1,2,29,143,glycine encephalopathy,DiseaseOrPhenotypicFeature,Association,GLDC,GeneOrGeneProduct,0.9959017634391785
qwen3_4b,train,15851735,generation_3,0,2,29,174,c.2607C>A,SequenceVariant,Positive_Correlation,glycine encephalopathy,DiseaseOrPhenotypicFeature,0.9621173739433289
qwen3_4b,train,15851735,generation_3,1,2,29,174,glycine encephalopathy,DiseaseOrPhenotypicFeature,Association,GLDC,GeneOrGeneProduct,0.9947944283485413
qwen3_4b,train,18262054,generation_1,0,2,6,149,BMPR1A,GeneOrGeneProduct,Association,colon cancer,DiseaseOrPhenotypicFeature,0.9896848201751709
qwen3_4b,train,18262054,generation_1,1,2,6,149,BMPR1A,GeneOrGeneProduct,Association,juvenile polyposis,DiseaseOrPhenotypicFeature,0.9870398640632629
qwen3_4b,train,18262054,generation_2,0,2,6,204,BMPR1A,GeneOrGeneProduct,Association,colon cancer,DiseaseOrPhenotypicFeature,0.9925087094306946
qwen3_4b,train,18262054,generation_2,1,2,6,204,BMPR1A,GeneOrGeneProduct,Association,juvenile polyposis,DiseaseOrPhenotypicFeature,0.9928373694419861
qwen3_4b,train,18262054,generation_3,0,2,6,149,BMPR1A,GeneOrGeneProduct,Association,colon cancer,DiseaseOrPhenotypicFeature,0.9917588829994202
qwen3_4b,train,18262054,generation_3,1,2,6,149,BMPR1A,GeneOrGeneProduct,Association,juvenile polyposis,DiseaseOrPhenotypicFeature,0.9934473633766174
qwen3_4b,train,18470323,generation_1,0,2,23,246,TGFBI,GeneOrGeneProduct,Association,lattice corneal dystrophy type I,DiseaseOrPhenotypicFeature,0.996529757976532
qwen3_4b,train,18470323,generation_1,1,2,23,246,R124C,SequenceVariant,Association,lattice corneal dystrophy type I,DiseaseOrPhenotypicFeature,0.982964813709259
qwen3_4b,train,18470323,generation_2,0,2,23,191,TGFBI,GeneOrGeneProduct,Association,lattice corneal dystrophy type I,DiseaseOrPhenotypicFeature,0.9960349202156067
qwen3_4b,train,18470323,generation_2,1,2,23,191,R124C,SequenceVariant,Association,lattice corneal dystrophy type I,DiseaseOrPhenotypicFeature,0.9914662837982178
qwen3_4b,train,18470323,generation_3,0,2,23,214,TGFBI,GeneOrGeneProduct,Association,lattice corneal dystrophy type I,DiseaseOrPhenotypicFeature,0.9962363839149475
qwen3_4b,train,18470323,generation_3,1,2,23,214,R124C,SequenceVariant,Association,lattice corneal dystrophy type I,DiseaseOrPhenotypicFeature,0.9879184365272522
qwen3_4b,train,18772193,generation_1,0,14,36,210,Parkinson's disease,DiseaseOrPhenotypicFeature,Association,alpha-synuclein,GeneOrGeneProduct,0.9979751706123352
qwen3_4b,train,18772193,generation_1,1,14,36,210,HSP82,GeneOrGeneProduct,Negative_Correlation,reactive oxygen species,ChemicalEntity,0.9633470177650452
qwen3_4b,train,18772193,generation_1,2,14,36,210,HSP82,GeneOrGeneProduct,Negative_Correlation,alpha-synuclein,GeneOrGeneProduct,0.9515721201896667
qwen3_4b,train,18772193,generation_1,3,14,36,210,ARG2,GeneOrGeneProduct,Negative_Correlation,reactive oxygen species,ChemicalEntity,0.829921305179596
qwen3_4b,train,18772193,generation_1,4,14,36,210,ARG2,GeneOrGeneProduct,Negative_Correlation,alpha-synuclein,GeneOrGeneProduct,0.4144325852394104
qwen3_4b,train,18772193,generation_1,5,14,36,210,JEM1,GeneOrGeneProduct,Negative_Correlation,reactive oxygen species,ChemicalEntity,0.168162539601326
qwen3_4b,train,18772193,generation_1,6,14,36,210,JEM1,GeneOrGeneProduct,Negative_Correlation,alpha-synuclein,GeneOrGeneProduct,0.0596478208899498
qwen3_4b,train,18772193,generation_1,7,14,36,210,IDP3,GeneOrGeneProduct,Negative_Correlation,reactive oxygen species,ChemicalEntity,0.1689818650484085
qwen3_4b,train,18772193,generation_1,8,14,36,210,IDP3,GeneOrGeneProduct,Negative_Correlation,alpha-synuclein,GeneOrGeneProduct,0.024301771074533463
qwen3_4b,train,18772193,generation_1,9,14,36,210,ENT3,GeneOrGeneProduct,Negative_Correlation,reactive oxygen species,ChemicalEntity,0.9710157513618469
qwen3_4b,train,18772193,generation_1,10,14,36,210,ENT3,GeneOrGeneProduct,Negative_Correlation,alpha-synuclein,GeneOrGeneProduct,0.5084916949272156
qwen3_4b,train,18772193,generation_1,11,14,36,210,alpha-synuclein,GeneOrGeneProduct,Association,neurodegeneration,DiseaseOrPhenotypicFeature,0.991050124168396
qwen3_4b,train,18772193,generation_1,12,14,36,210,alpha-synuclein,GeneOrGeneProduct,Positive_Correlation,reactive oxygen species,ChemicalEntity,0.967427134513855
qwen3_4b,train,18772193,generation_1,13,14,36,210,alpha-synuclein,GeneOrGeneProduct,Association,hydrogen peroxide,ChemicalEntity,0.9671235084533691
qwen3_4b,train,18772193,generation_2,0,14,36,179,Parkinson's disease,DiseaseOrPhenotypicFeature,Association,alpha-synuclein,GeneOrGeneProduct,0.997655987739563
qwen3_4b,train,18772193,generation_2,1,14,36,179,HSP82,GeneOrGeneProduct,Negative_Correlation,reactive oxygen species,ChemicalEntity,0.9818659424781799
qwen3_4b,train,18772193,generation_2,2,14,36,179,HSP82,GeneOrGeneProduct,Negative_Correlation,alpha-synuclein,GeneOrGeneProduct,0.27494093775749207
qwen3_4b,train,18772193,generation_2,3,14,36,179,ARG2,GeneOrGeneProduct,Negative_Correlation,reactive oxygen species,ChemicalEntity,0.9766995906829834
qwen3_4b,train,18772193,generation_2,4,14,36,179,ARG2,GeneOrGeneProduct,Negative_Correlation,alpha-synuclein,GeneOrGeneProduct,0.09086818993091583
qwen3_4b,train,18772193,generation_2,5,14,36,179,JEM1,GeneOrGeneProduct,Negative_Correlation,reactive oxygen species,ChemicalEntity,0.9652767181396484
qwen3_4b,train,18772193,generation_2,6,14,36,179,JEM1,GeneOrGeneProduct,Negative_Correlation,alpha-synuclein,GeneOrGeneProduct,0.014961964450776577
qwen3_4b,train,18772193,generation_2,7,14,36,179,IDP3,GeneOrGeneProduct,Negative_Correlation,reactive oxygen species,ChemicalEntity,0.935257613658905
qwen3_4b,train,18772193,generation_2,8,14,36,179,IDP3,GeneOrGeneProduct,Negative_Correlation,alpha-synuclein,GeneOrGeneProduct,0.003209874266758561
qwen3_4b,train,18772193,generation_2,9,14,36,179,ENT3,GeneOrGeneProduct,Negative_Correlation,reactive oxygen species,ChemicalEntity,0.9790055155754089
qwen3_4b,train,18772193,generation_2,10,14,36,179,ENT3,GeneOrGeneProduct,Negative_Correlation,alpha-synuclein,GeneOrGeneProduct,0.010671981610357761
qwen3_4b,train,18772193,generation_2,11,14,36,179,alpha-synuclein,GeneOrGeneProduct,Association,neurodegeneration,DiseaseOrPhenotypicFeature,0.9922290444374084
qwen3_4b,train,18772193,generation_2,12,14,36,179,alpha-synuclein,GeneOrGeneProduct,Positive_Correlation,reactive oxygen species,ChemicalEntity,0.9834712147712708
qwen3_4b,train,18772193,generation_2,13,14,36,179,alpha-synuclein,GeneOrGeneProduct,Association,hydrogen peroxide,ChemicalEntity,0.2419593334197998
qwen3_4b,train,18772193,generation_3,0,14,36,165,Parkinson's disease,DiseaseOrPhenotypicFeature,Association,alpha-synuclein,GeneOrGeneProduct,0.9875169396400452
qwen3_4b,train,18772193,generation_3,1,14,36,165,HSP82,GeneOrGeneProduct,Negative_Correlation,reactive oxygen species,ChemicalEntity,0.9668601155281067
qwen3_4b,train,18772193,generation_3,2,14,36,165,HSP82,GeneOrGeneProduct,Negative_Correlation,alpha-synuclein,GeneOrGeneProduct,0.7742130756378174
qwen3_4b,train,18772193,generation_3,3,14,36,165,ARG2,GeneOrGeneProduct,Negative_Correlation,reactive oxygen species,ChemicalEntity,0.9733712673187256
qwen3_4b,train,18772193,generation_3,4,14,36,165,ARG2,GeneOrGeneProduct,Negative_Correlation,alpha-synuclein,GeneOrGeneProduct,0.9226069450378418
qwen3_4b,train,18772193,generation_3,5,14,36,165,JEM1,GeneOrGeneProduct,Negative_Correlation,reactive oxygen species,ChemicalEntity,0.9595032930374146
qwen3_4b,train,18772193,generation_3,6,14,36,165,JEM1,GeneOrGeneProduct,Negative_Correlation,alpha-synuclein,GeneOrGeneProduct,0.8428846597671509
qwen3_4b,train,18772193,generation_3,7,14,36,165,IDP3,GeneOrGeneProduct,Negative_Correlation,reactive oxygen species,ChemicalEntity,0.9509984254837036
qwen3_4b,train,18772193,generation_3,8,14,36,165,IDP3,GeneOrGeneProduct,Negative_Correlation,alpha-synuclein,GeneOrGeneProduct,0.28048059344291687
qwen3_4b,train,18772193,generation_3,9,14,36,165,ENT3,GeneOrGeneProduct,Negative_Correlation,reactive oxygen species,ChemicalEntity,0.979734480381012
qwen3_4b,train,18772193,generation_3,10,14,36,165,ENT3,GeneOrGeneProduct,Negative_Correlation,alpha-synuclein,GeneOrGeneProduct,0.9472325444221497
qwen3_4b,train,18772193,generation_3,11,14,36,165,alpha-synuclein,GeneOrGeneProduct,Association,neurodegeneration,DiseaseOrPhenotypicFeature,0.9928076267242432
qwen3_4b,train,18772193,generation_3,12,14,36,165,alpha-synuclein,GeneOrGeneProduct,Positive_Correlation,reactive oxygen species,ChemicalEntity,0.7667950987815857
qwen3_4b,train,18772193,generation_3,13,14,36,165,alpha-synuclein,GeneOrGeneProduct,Association,hydrogen peroxide,ChemicalEntity,0.0001868341933004558
qwen3_4b,train,19101703,generation_1,0,3,20,207,polyadenylate binding-protein nuclear 1,GeneOrGeneProduct,Association,oculopharyngeal muscular dystrophy,DiseaseOrPhenotypicFeature,0.9949790835380554
qwen3_4b,train,19101703,generation_1,1,3,20,207,polyalanine,ChemicalEntity,Association,polyadenylate binding-protein nuclear 1,GeneOrGeneProduct,0.9977374076843262
qwen3_4b,train,19101703,generation_1,2,3,20,207,oculopharyngeal muscular dystrophy,DiseaseOrPhenotypicFeature,Association,polyalanine,ChemicalEntity,0.006089352071285248
qwen3_4b,train,19101703,generation_2,0,3,20,153,polyadenylate binding-protein nuclear 1,GeneOrGeneProduct,Association,oculopharyngeal muscular dystrophy,DiseaseOrPhenotypicFeature,0.9951554536819458
qwen3_4b,train,19101703,generation_2,1,3,20,153,polyalanine,ChemicalEntity,Association,polyadenylate binding-protein nuclear 1,GeneOrGeneProduct,0.9977265000343323
qwen3_4b,train,19101703,generation_2,2,3,20,153,oculopharyngeal muscular dystrophy,DiseaseOrPhenotypicFeature,Association,polyalanine,ChemicalEntity,0.006208502221852541
qwen3_4b,train,19101703,generation_3,0,3,20,164,polyadenylate binding-protein nuclear 1,GeneOrGeneProduct,Association,oculopharyngeal muscular dystrophy,DiseaseOrPhenotypicFeature,0.9953445792198181
qwen3_4b,train,19101703,generation_3,1,3,20,164,polyalanine,ChemicalEntity,Association,polyadenylate binding-protein nuclear 1,GeneOrGeneProduct,0.9974921941757202
qwen3_4b,train,19101703,generation_3,2,3,20,164,oculopharyngeal muscular dystrophy,DiseaseOrPhenotypicFeature,Association,polyalanine,ChemicalEntity,0.9644032716751099
qwen3_4b,train,19536134,generation_1,0,30,34,223,bone morphogenetic protein receptor (BMPR)1,GeneOrGeneProduct,Association,Erk,GeneOrGeneProduct,0.9882120490074158
qwen3_4b,train,19536134,generation_1,1,30,34,223,bone morphogenetic protein receptor (BMPR)1,GeneOrGeneProduct,Association,Jnk,GeneOrGeneProduct,0.993558943271637
qwen3_4b,train,19536134,generation_1,2,30,34,223,bone morphogenetic protein receptor (BMPR)1,GeneOrGeneProduct,Association,p38,GeneOrGeneProduct,0.9944743514060974
qwen3_4b,train,19536134,generation_1,3,30,34,223,bone morphogenetic protein receptor (BMPR)1,GeneOrGeneProduct,Association,55994,unknown,0.00019045054796151817
qwen3_4b,train,19536134,generation_1,4,30,34,223,bone morphogenetic protein receptor (BMPR)1,GeneOrGeneProduct,Association,17129,unknown,0.00018873931549023837
qwen3_4b,train,19536134,generation_1,5,30,34,223,bone morphogenetic protein receptor (BMPR)1,GeneOrGeneProduct,Association,Smad1,GeneOrGeneProduct,0.9968228340148926
qwen3_4b,train,19536134,generation_1,6,30,34,223,bone morphogenetic protein receptor (BMPR)1,GeneOrGeneProduct,Bind,BMP,GeneOrGeneProduct,0.971091628074646
qwen3_4b,train,19536134,generation_1,7,30,34,223,bone morphogenetic protein receptor (BMPR)1,GeneOrGeneProduct,Association,TAK1,GeneOrGeneProduct,0.9967113733291626
qwen3_4b,train,19536134,generation_1,8,30,34,223,collagen 2,GeneOrGeneProduct,Association,tarsal fusion,DiseaseOrPhenotypicFeature,0.9955060482025146
qwen3_4b,train,19536134,generation_1,9,30,34,223,collagen 2,GeneOrGeneProduct,Association,elbow dislocation,DiseaseOrPhenotypicFeature,0.9947073459625244
qwen3_4b,train,19536134,generation_1,10,30,34,223,collagen 2,GeneOrGeneProduct,Association,joint abnormalities,DiseaseOrPhenotypicFeature,0.995381236076355
qwen3_4b,train,19536134,generation_1,11,30,34,223,collagen 2,GeneOrGeneProduct,Association,chondrodysplasia,DiseaseOrPhenotypicFeature,0.9958769083023071
qwen3_4b,train,19536134,generation_1,12,30,34,223,BMP,GeneOrGeneProduct,Association,Erk,GeneOrGeneProduct,0.9954522252082825
qwen3_4b,train,19536134,generation_1,13,30,34,223,BMP,GeneOrGeneProduct,Association,Jnk,GeneOrGeneProduct,0.9977753758430481
qwen3_4b,train,19536134,generation_1,14,30,34,223,BMP,GeneOrGeneProduct,Association,p38,GeneOrGeneProduct,0.99819415807724
qwen3_4b,train,19536134,generation_1,15,30,34,223,BMP,GeneOrGeneProduct,Association,55994,unknown,0.00019442605844233185
qwen3_4b,train,19536134,generation_1,16,30,34,223,BMP,GeneOrGeneProduct,Association,17129,unknown,0.00018619469483383
qwen3_4b,train,19536134,generation_1,17,30,34,223,BMP,GeneOrGeneProduct,Association,Smad1,GeneOrGeneProduct,0.9980788230895996
qwen3_4b,train,19536134,generation_1,18,30,34,223,TAK1,GeneOrGeneProduct,Association,Erk,GeneOrGeneProduct,0.044322237372398376
qwen3_4b,train,19536134,generation_1,19,30,34,223,TAK1,GeneOrGeneProduct,Association,Jnk,GeneOrGeneProduct,0.06820623576641083
qwen3_4b,train,19536134,generation_1,20,30,34,223,TAK1,GeneOrGeneProduct,Association,p38,GeneOrGeneProduct,0.00275090872310102
qwen3_4b,train,19536134,generation_1,21,30,34,223,TAK1,GeneOrGeneProduct,Association,55994,unknown,0.00018853427900467068
qwen3_4b,train,19536134,generation_1,22,30,34,223,TAK1,GeneOrGeneProduct,Association,17129,unknown,0.00018945422198157758
qwen3_4b,train,19536134,generation_1,23,30,34,223,TAK1,GeneOrGeneProduct,Association,Smad1,GeneOrGeneProduct,0.2051623910665512
qwen3_4b,train,19536134,generation_1,24,30,34,223,TAK1,GeneOrGeneProduct,Association,collagen 2,GeneOrGeneProduct,0.9973236322402954
qwen3_4b,train,19536134,generation_1,25,30,34,223,TAK1,GeneOrGeneProduct,Association,tarsal fusion,DiseaseOrPhenotypicFeature,0.9974488615989685
qwen3_4b,train,19536134,generation_1,26,30,34,223,TAK1,GeneOrGeneProduct,Association,elbow dislocation,DiseaseOrPhenotypicFeature,0.9971410036087036
qwen3_4b,train,19536134,generation_1,27,30,34,223,TAK1,GeneOrGeneProduct,Association,joint abnormalities,DiseaseOrPhenotypicFeature,0.996684730052948
qwen3_4b,train,19536134,generation_1,28,30,34,223,TAK1,GeneOrGeneProduct,Association,chondrodysplasia,DiseaseOrPhenotypicFeature,0.9969152212142944
qwen3_4b,train,19536134,generation_1,29,30,34,223,TAK1,GeneOrGeneProduct,Positive_Correlation,BMP,GeneOrGeneProduct,0.0054383850656449795
qwen3_4b,train,19536134,generation_2,0,30,34,192,bone morphogenetic protein receptor (BMPR)1,GeneOrGeneProduct,Association,Erk,GeneOrGeneProduct,0.9911234378814697
qwen3_4b,train,19536134,generation_2,1,30,34,192,bone morphogenetic protein receptor (BMPR)1,GeneOrGeneProduct,Association,Jnk,GeneOrGeneProduct,0.9946310520172119
qwen3_4b,train,19536134,generation_2,2,30,34,192,bone morphogenetic protein receptor (BMPR)1,GeneOrGeneProduct,Association,p38,GeneOrGeneProduct,0.9960260391235352
qwen3_4b,train,19536134,generation_2,3,30,34,192,bone morphogenetic protein receptor (BMPR)1,GeneOrGeneProduct,Association,55994,unknown,0.0001917683839565143
qwen3_4b,train,19536134,generation_2,4,30,34,192,bone morphogenetic protein receptor (BMPR)1,GeneOrGeneProduct,Association,17129,unknown,0.0001895559544209391
qwen3_4b,train,19536134,generation_2,5,30,34,192,bone morphogenetic protein receptor (BMPR)1,GeneOrGeneProduct,Association,Smad1,GeneOrGeneProduct,0.992195725440979
qwen3_4b,train,19536134,generation_2,6,30,34,192,bone morphogenetic protein receptor (BMPR)1,GeneOrGeneProduct,Bind,BMP,GeneOrGeneProduct,0.9807208776473999
qwen3_4b,train,19536134,generation_2,7,30,34,192,bone morphogenetic protein receptor (BMPR)1,GeneOrGeneProduct,Association,TAK1,GeneOrGeneProduct,0.9962551593780518
qwen3_4b,train,19536134,generation_2,8,30,34,192,collagen 2,GeneOrGeneProduct,Association,tarsal fusion,DiseaseOrPhenotypicFeature,0.9842954874038696
qwen3_4b,train,19536134,generation_2,9,30,34,192,collagen 2,GeneOrGeneProduct,Association,elbow dislocation,DiseaseOrPhenotypicFeature,0.9916890263557434
qwen3_4b,train,19536134,generation_2,10,30,34,192,collagen 2,GeneOrGeneProduct,Association,joint abnormalities,DiseaseOrPhenotypicFeature,0.993156373500824
qwen3_4b,train,19536134,generation_2,11,30,34,192,collagen 2,GeneOrGeneProduct,Association,chondrodysplasia,DiseaseOrPhenotypicFeature,0.9959498643875122
qwen3_4b,train,19536134,generation_2,12,30,34,192,BMP,GeneOrGeneProduct,Association,Erk,GeneOrGeneProduct,0.9979771971702576
qwen3_4b,train,19536134,generation_2,13,30,34,192,BMP,GeneOrGeneProduct,Association,Jnk,GeneOrGeneProduct,0.9981389045715332
qwen3_4b,train,19536134,generation_2,14,30,34,192,BMP,GeneOrGeneProduct,Association,p38,GeneOrGeneProduct,0.9983184337615967
qwen3_4b,train,19536134,generation_2,15,30,34,192,BMP,GeneOrGeneProduct,Association,55994,unknown,0.00019346260523889214
qwen3_4b,train,19536134,generation_2,16,30,34,192,BMP,GeneOrGeneProduct,Association,17129,unknown,0.00018538300355430692
qwen3_4b,train,19536134,generation_2,17,30,34,192,BMP,GeneOrGeneProduct,Association,Smad1,GeneOrGeneProduct,0.9978477954864502
qwen3_4b,train,19536134,generation_2,18,30,34,192,TAK1,GeneOrGeneProduct,Association,Erk,GeneOrGeneProduct,0.0009627793333493173
qwen3_4b,train,19536134,generation_2,19,30,34,192,TAK1,GeneOrGeneProduct,Association,Jnk,GeneOrGeneProduct,0.0010511184809729457
qwen3_4b,train,19536134,generation_2,20,30,34,192,TAK1,GeneOrGeneProduct,Association,p38,GeneOrGeneProduct,0.0006839454872533679
qwen3_4b,train,19536134,generation_2,21,30,34,192,TAK1,GeneOrGeneProduct,Association,55994,unknown,0.0001926998666021973
qwen3_4b,train,19536134,generation_2,22,30,34,192,TAK1,GeneOrGeneProduct,Association,17129,unknown,0.00019164333934895694
qwen3_4b,train,19536134,generation_2,23,30,34,192,TAK1,GeneOrGeneProduct,Association,Smad1,GeneOrGeneProduct,0.06330753117799759
qwen3_4b,train,19536134,generation_2,24,30,34,192,TAK1,GeneOrGeneProduct,Association,collagen 2,GeneOrGeneProduct,0.9971713423728943
qwen3_4b,train,19536134,generation_2,25,30,34,192,TAK1,GeneOrGeneProduct,Association,tarsal fusion,DiseaseOrPhenotypicFeature,0.9755280613899231
qwen3_4b,train,19536134,generation_2,26,30,34,192,TAK1,GeneOrGeneProduct,Association,elbow dislocation,DiseaseOrPhenotypicFeature,0.9948874115943909
qwen3_4b,train,19536134,generation_2,27,30,34,192,TAK1,GeneOrGeneProduct,Association,joint abnormalities,DiseaseOrPhenotypicFeature,0.9960997104644775
qwen3_4b,train,19536134,generation_2,28,30,34,192,TAK1,GeneOrGeneProduct,Association,chondrodysplasia,DiseaseOrPhenotypicFeature,0.9968512654304504
qwen3_4b,train,19536134,generation_2,29,30,34,192,TAK1,GeneOrGeneProduct,Positive_Correlation,BMP,GeneOrGeneProduct,0.005650282371789217
qwen3_4b,train,19536134,generation_3,0,30,34,189,bone morphogenetic protein receptor (BMPR)1,GeneOrGeneProduct,Association,Erk,GeneOrGeneProduct,0.09740091860294342
qwen3_4b,train,19536134,generation_3,1,30,34,189,bone morphogenetic protein receptor (BMPR)1,GeneOrGeneProduct,Association,Jnk,GeneOrGeneProduct,0.8998242616653442
qwen3_4b,train,19536134,generation_3,2,30,34,189,bone morphogenetic protein receptor (BMPR)1,GeneOrGeneProduct,Association,p38,GeneOrGeneProduct,0.9898496866226196
qwen3_4b,train,19536134,generation_3,3,30,34,189,bone morphogenetic protein receptor (BMPR)1,GeneOrGeneProduct,Association,55994,unknown,0.00019024165521841496
qwen3_4b,train,19536134,generation_3,4,30,34,189,bone morphogenetic protein receptor (BMPR)1,GeneOrGeneProduct,Association,17129,unknown,0.00019015806901734322
qwen3_4b,train,19536134,generation_3,5,30,34,189,bone morphogenetic protein receptor (BMPR)1,GeneOrGeneProduct,Association,Smad1,GeneOrGeneProduct,0.9959736466407776
qwen3_4b,train,19536134,generation_3,6,30,34,189,bone morphogenetic protein receptor (BMPR)1,GeneOrGeneProduct,Bind,BMP,GeneOrGeneProduct,0.9423070549964905
qwen3_4b,train,19536134,generation_3,7,30,34,189,bone morphogenetic protein receptor (BMPR)1,GeneOrGeneProduct,Association,TAK1,GeneOrGeneProduct,0.9905486702919006
qwen3_4b,train,19536134,generation_3,8,30,34,189,collagen 2,GeneOrGeneProduct,Association,tarsal fusion,DiseaseOrPhenotypicFeature,0.9962463974952698
qwen3_4b,train,19536134,generation_3,9,30,34,189,collagen 2,GeneOrGeneProduct,Association,elbow dislocation,DiseaseOrPhenotypicFeature,0.9959599375724792
qwen3_4b,train,19536134,generation_3,10,30,34,189,collagen 2,GeneOrGeneProduct,Association,joint abnormalities,DiseaseOrPhenotypicFeature,0.9950946569442749
qwen3_4b,train,19536134,generation_3,11,30,34,189,collagen 2,GeneOrGeneProduct,Association,chondrodysplasia,DiseaseOrPhenotypicFeature,0.9952358603477478
qwen3_4b,train,19536134,generation_3,12,30,34,189,BMP,GeneOrGeneProduct,Association,Erk,GeneOrGeneProduct,0.8895406126976013
qwen3_4b,train,19536134,generation_3,13,30,34,189,BMP,GeneOrGeneProduct,Association,Jnk,GeneOrGeneProduct,0.9969402551651001
qwen3_4b,train,19536134,generation_3,14,30,34,189,BMP,GeneOrGeneProduct,Association,p38,GeneOrGeneProduct,0.9976152181625366
qwen3_4b,train,19536134,generation_3,15,30,34,189,BMP,GeneOrGeneProduct,Association,55994,unknown,0.00019333683303557336
qwen3_4b,train,19536134,generation_3,16,30,34,189,BMP,GeneOrGeneProduct,Association,17129,unknown,0.00018356040527578443
qwen3_4b,train,19536134,generation_3,17,30,34,189,BMP,GeneOrGeneProduct,Association,Smad1,GeneOrGeneProduct,0.9978330731391907
qwen3_4b,train,19536134,generation_3,18,30,34,189,TAK1,GeneOrGeneProduct,Association,Erk,GeneOrGeneProduct,0.005007170606404543
qwen3_4b,train,19536134,generation_3,19,30,34,189,TAK1,GeneOrGeneProduct,Association,Jnk,GeneOrGeneProduct,0.0008123271400108933
qwen3_4b,train,19536134,generation_3,20,30,34,189,TAK1,GeneOrGeneProduct,Association,p38,GeneOrGeneProduct,0.0005754788289777935
qwen3_4b,train,19536134,generation_3,21,30,34,189,TAK1,GeneOrGeneProduct,Association,55994,unknown,0.00018653125152923167
qwen3_4b,train,19536134,generation_3,22,30,34,189,TAK1,GeneOrGeneProduct,Association,17129,unknown,0.00018627957615535706
qwen3_4b,train,19536134,generation_3,23,30,34,189,TAK1,GeneOrGeneProduct,Association,Smad1,GeneOrGeneProduct,0.0009417932014912367
qwen3_4b,train,19536134,generation_3,24,30,34,189,TAK1,GeneOrGeneProduct,Association,collagen 2,GeneOrGeneProduct,0.9967828989028931
qwen3_4b,train,19536134,generation_3,25,30,34,189,TAK1,GeneOrGeneProduct,Association,tarsal fusion,DiseaseOrPhenotypicFeature,0.9958456158638
qwen3_4b,train,19536134,generation_3,26,30,34,189,TAK1,GeneOrGeneProduct,Association,elbow dislocation,DiseaseOrPhenotypicFeature,0.9960540533065796
qwen3_4b,train,19536134,generation_3,27,30,34,189,TAK1,GeneOrGeneProduct,Association,joint abnormalities,DiseaseOrPhenotypicFeature,0.9955382943153381
qwen3_4b,train,19536134,generation_3,28,30,34,189,TAK1,GeneOrGeneProduct,Association,chondrodysplasia,DiseaseOrPhenotypicFeature,0.9965758919715881
qwen3_4b,train,19536134,generation_3,29,30,34,189,TAK1,GeneOrGeneProduct,Positive_Correlation,BMP,GeneOrGeneProduct,0.5391849875450134
qwen3_4b,train,20428796,generation_1,0,16,34,197,TGF-beta3,GeneOrGeneProduct,Bind,TGF-betaRII,GeneOrGeneProduct,0.24121034145355225
qwen3_4b,train,20428796,generation_1,1,16,34,197,TGF-beta3,GeneOrGeneProduct,Bind,TGF-betaRI,GeneOrGeneProduct,0.9670552015304565
qwen3_4b,train,20428796,generation_1,2,16,34,197,TGF-beta2,GeneOrGeneProduct,Bind,TGF-betaRII,GeneOrGeneProduct,0.4131432771682739
qwen3_4b,train,20428796,generation_1,3,16,34,197,TGF-beta2,GeneOrGeneProduct,Bind,TGF-betaRI,GeneOrGeneProduct,0.97014319896698
qwen3_4b,train,20428796,generation_1,4,16,34,197,TGF-beta2,GeneOrGeneProduct,Positive_Correlation,keloid scars,DiseaseOrPhenotypicFeature,0.010499143041670322
qwen3_4b,train,20428796,generation_1,5,16,34,197,7040,unknown,Bind,TGF-betaRII,GeneOrGeneProduct,0.0022431069519370794
